email,first_name,last_name,cf_id,company_name,description,end_date,Left of Goal
craig.jordan@gmail.com,Craig,Jordan,1949,White-Rosario,Balanced demand-driven definition,2021-09-25,800.00
homero.respighi@gmail.com,Homero,Respighi,48,Simmons-Villarreal,Customer-focused mobile Graphic Interface,2021-06-10,3400.00
fanny.pertile@gmail.com,Fanny,Pertile,3020,Strickland Group,Horizontal secondary interface,2021-04-25,170800.00
fridolin.comboni@graf.com,Fridolin,Comboni,749,Lynch Ltd,Virtual analyzing collaboration,2021-04-30,1800.00
hugh.cantu@libero.it,Hugh,Cantu,1336,Sanders LLC,Multi-tiered explicit focus group,2022-01-16,150600.00
alphons.simmons@hotmail.com,Alphons,Simmons,2390,Cooper LLC,Multi-layered systematic knowledgebase,2021-12-08,7800.00
ludovico.cafarchia@gmail.com,Ludovico,Cafarchia,851,Palmer Ltd,Reverse-engineered uniform knowledge user,2021-11-09,5800.00
nico.kaiser@almonte.com,Nico,Kaiser,2394,Santos Group,Secured dynamic capacity,2021-04-30,5600.00
kirsty.lamy@alonzi.it,Kirsty,Lamy,1062,"Christian, Kim and Jimenez",Devolved foreground throughput,2021-09-17,134400.00
joshua.scheibe@turci.org,Joshua,Scheibe,1024,"Williams, Price and Hurley",Synchronized demand-driven infrastructure,2021-08-15,3000.00
carin.pineau@yahoo.com,Carin,Pineau,1261,"Anderson, Parks and Estrada",Realigned discrete structure,2021-09-04,6000.00
ellie.galarza@pareto-cattaneo.net,Ellie,Galarza,2029,Collins-Martinez,Progressive grid-enabled website,2021-07-20,8400.00
marion.lira@ifrance.com,Marion,Lira,267,Barrett Inc,Organic cohesive neural-net,2021-12-04,1700.00
aurelia.angiolello@lord.com,Aurelia,Angiolello,3140,Adams-Rollins,Integrated demand-driven info-mediaries,2021-10-04,159800.00
maura.ravaglioli@yahoo.com,Maura,Ravaglioli,2599,Wright-Bryant,Reverse-engineered client-server extranet,2021-05-23,19800.00
brunhilde.fletcher@schomber.de,Brunhilde,Fletcher,1505,Berry-Cannon,Organized discrete encoding,2021-03-17,8800.00
ottfried.marques@tyler-watson.info,Ottfried,Marques,2736,Davis-Gonzalez,Balanced regional flexibility,2021-06-01,179100.00
christelle.blasi@morris-chan.com,Christelle,Blasi,2444,Best-Young,Implemented multimedia time-frame,2021-06-02,3100.00
augusto.vercelloni@club-internet.fr,Augusto,Vercelloni,212,"Powers, Smith and Deleon",Enhanced uniform service-desk,2021-06-06,100.00
michela.pruvost@holt.co.uk,Michela,Pruvost,1226,Hogan Group,Versatile bottom-line definition,2022-01-18,5600.00
guarino.escalante@hotmail.com,Guarino,Escalante,2381,"Wang, Silva and Byrd",Integrated bifurcated software,2021-07-02,1400.00
gabriela.padilla@pearson-russell.com,Gabriela,Padilla,2510,Parker-Morris,Assimilated next generation instruction set,2021-02-23,41000.00
agathe.dias@jackson.com,Agathe,Dias,182,"Rodriguez, Johnson and Jackson",Digitized foreground array,2021-05-25,6500.00
werner.kallert@gmail.com,Werner,Kallert,1340,Haynes PLC,Re-engineered clear-thinking project,2021-10-06,7900.00
lore.delaunay@yahoo.com,Lore,Delaunay,663,Hayes Group,Implemented even-keeled standardization,2021-07-04,5500.00
enzio.campos@tim.it,Enzio,Campos,167,"White, Pena and Calhoun",Quality-focused asymmetric adapter,2021-11-18,9100.00
walther.duarte@web.de,Walther,Duarte,3143,Bryant-Pope,Networked intangible help-desk,2021-08-06,38200.00
adelgunde.trevisan@gmail.com,Adelgunde,Trevisan,1571,"Gates, Li and Thompson",Synchronized attitude-oriented frame,2021-04-27,1800.00
thierry.schwartz@travaglio.net,Thierry,Schwartz,1216,King-Morris,Proactive incremental architecture,2021-06-29,154500.00
katie.andersen@haney.com.au,Katie,Andersen,237,"Carter, Cole and Curtis",Cloned responsive standardization,2021-04-12,5800.00
kathy.zamorani@hotmail.com,Kathy,Zamorani,1524,Sanchez-Parsons,Reduced bifurcated pricing structure,2021-08-05,1800.00
giuseppina.tanguy@wanadoo.fr,Giuseppina,Tanguy,218,Rivera-Pearson,Re-engineered asymmetric challenge,2021-03-13,70200.00
jack.klapp@hotmail.com.au,Jack,Klapp,2508,"Ramirez, Padilla and Barrera",Diverse client-driven conglomeration,2021-05-02,6400.00
tom.leconte@woods-johnson.com,Tom,Leconte,1873,Riggs Group,Configurable upward-trending solution,2021-06-11,125900.00
bonnie.cignaroli@yahoo.com,Bonnie,Cignaroli,1378,Clements Ltd,Persistent bandwidth-monitored framework,2021-07-27,3700.00
danny.farrell@hotmail.com,Danny,Farrell,2488,Cooper Inc,Polarized discrete product,2021-03-21,3600.00
fiorenzo.bauer@gmail.com,Fiorenzo,Bauer,2924,Jones-Gonzalez,Seamless dynamic website,2021-01-24,3800.00
randy.alfieri@verri.org,Randy,Alfieri,316,Fox Ltd,Extended multimedia firmware,2021-11-16,35600.00
tim.bradley@schlosser.de,Tim,Bradley,531,"Green, Murphy and Webb",Versatile directional project,2021-04-30,5300.00
yves.mendez@gmail.com,Yves,Mendez,435,Stevenson PLC,Profound directional knowledge user,2021-07-23,160400.00
raffaella.esquivel@gmail.com,Raffaella,Esquivel,1381,Soto-Anthony,Ameliorated logistical capability,2021-02-22,51400.00
lawrence.vasari@castillo.edu,Lawrence,Vasari,2606,Wise and Sons,Sharable discrete definition,2021-07-29,1700.00
sam.adams@yahoo.com,Sam,Adams,2402,Butler-Barr,User-friendly next generation core,2022-01-01,39400.00
mirco.nicolini@blin.net,Mirco,Nicolini,761,"Wilson, Jefferson and Anderson",Profit-focused empowering system engine,2021-07-03,3000.00
graham.bajardi@yahoo.com,Graham,Bajardi,1447,Brown-Oliver,Synchronized cohesive encoding,2021-12-06,8700.00
luc.quinn@walker.com,Luc,Quinn,1724,Davis-Gardner,Synergistic dynamic utilization,2021-04-24,7200.00
stella.ullrich@hotmail.com.au,Stella,Ullrich,1050,Dawson Group,Triple-buffered bi-directional model,2021-03-22,167400.00
calcedonio.remy@edwards-benton.com,Calcedonio,Remy,443,Turner-Terrell,Polarized tertiary function,2021-06-06,5500.00
nanni.almaraz@martin.com,Nanni,Almaraz,974,"Hall, Buchanan and Benton",Configurable fault-tolerant structure,2022-01-02,3500.00
pascual.corradi@lopez.net.au,Pascual,Corradi,534,"Lowery, Hayden and Cruz",Digitized 24/7 budgetary management,2021-06-18,7900.00
kristi.grant@yahoo.co.uk,Kristi,Grant,289,"Mora, Miller and Harper",Stand-alone zero tolerance algorithm,2021-06-07,2300.00
manuel.gracia@trussardi.eu,Manuel,Gracia,2046,Espinoza Group,Implemented tangible support,2021-07-16,73000.00
gionata.hussain@yahoo.com,Gionata,Hussain,2614,"Davis, Crawford and Lopez",Reactive radical framework,2021-04-22,6200.00
maria.nguyen@hernadez.com,Maria,Nguyen,2652,"Richards, Stevens and Fleming",Object-based full-range knowledge user,2021-06-13,6100.00
leon.baker@hotmail.com,Leon,Baker,1303,Brown Ltd,Enhanced composite contingency,2021-01-11,103200.00
gianmarco.alcaraz@zacchia.net,Gianmarco,Alcaraz,2638,"Tapia, Sandoval and Hurley",Cloned fresh-thinking model,2022-01-26,171000.00
derrick.little@small.org,Derrick,Little,2865,Allen Inc,Total dedicated benchmark,2021-04-25,9200.00
terry.ramirez@hotmail.co.uk,Terry,Ramirez,640,"Williams, Johnson and Campbell",Streamlined human-resource Graphic Interface,2021-04-07,7800.00
katarina.clarke@hotmail.com.au,Katarina,Clarke,910,Wiggins Ltd,Upgradable analyzing core,2021-11-24,9900.00
leila.washington@gmail.com,Leila,Washington,333,Luna-Horne,Profound exuding pricing structure,2021-05-17,43000.00
mirko.townsend@schmitt.com,Mirko,Townsend,1722,Allen Inc,Horizontal optimizing model,2021-06-20,9600.00
randall.connolly@jovinelli-castelli.com,Randall,Connolly,1437,"Peterson, Gonzalez and Spencer",Synchronized fault-tolerant algorithm,2021-07-10,7500.00
pia.burgess@proyectos.org,Pia,Burgess,806,Walter Inc,Streamlined 5thgeneration intranet,2021-01-31,10000.00
justine.mancini@tiscali.it,Justine,Mancini,1563,"Sanders, Farley and Huffman",Cross-group clear-thinking task-force,2021-12-18,172000.00
reynaldo.wagenknecht@faure.com,Reynaldo,Wagenknecht,878,"Hall, Holmes and Walker",Public-key bandwidth-monitored intranet,2021-06-05,153700.00
toni.magrassi@gmail.com,Toni,Magrassi,2968,Smith-Powell,Upgradable clear-thinking hardware,2021-10-21,3600.00
patrizio.cisneros@martinez.edu.au,Patrizio,Cisneros,1876,Smith-Hill,Integrated holistic paradigm,2021-06-18,9400.00
durante.lindner@picard.fr,Durante,Lindner,2686,Wright LLC,Seamless clear-thinking conglomeration,2021-02-28,5900.00
rosl.lamborghini@hiller.net,Rosl,Lamborghini,513,"Williams, Orozco and Gomez",Persistent content-based methodology,2021-08-20,100.00
ugo.harrison@morley-chapman.co.uk,Ugo,Harrison,3165,Peterson Ltd,Re-engineered 24hour matrix,2021-02-28,14500.00
isidor.carpenter@chauvin.com,Isidor,Carpenter,1847,Cummings-Hayes,Virtual multi-tasking core,2021-07-24,145500.00
marie.zoppetto@kallert.de,Marie,Zoppetto,1994,Boyle Ltd,Streamlined fault-tolerant conglomeration,2021-09-06,3300.00
branko.chambers@ifrance.com,Branko,Chambers,201,"Henderson, Parker and Diaz",Enterprise-wide client-driven policy,2021-12-03,42600.00
alan.pineda@proyectos.info,Alan,Pineda,960,Moss-Obrien,Function-based next generation emulation,2021-05-15,700.00
carmen.oestrovsky@gmail.com,Carmen,Oestrovsky,1475,Wood Inc,Re-engineered composite focus group,2021-08-05,187600.00
shane.fernandez@hotmail.de,Shane,Fernandez,3149,"Riley, Cohen and Goodman",Profound mission-critical function,2021-04-06,9800.00
debbie.guilbert@berg.edu,Debbie,Guilbert,877,"Green, Robinson and Ho",De-engineered zero-defect open system,2021-10-04,1100.00
vito.dossi@hotmail.co.uk,Vito,Dossi,2122,Black-Graham,Operative hybrid utilization,2021-10-03,145000.00
evan.schacht@price.com,Evan,Schacht,923,Robbins Group,Function-based interactive matrix,2021-03-07,5500.00
mandy.weston@free.fr,Mandy,Weston,1809,"Mason, Case and May",Optimized content-based collaboration,2021-11-16,5700.00
paulo.zito@nelson.biz,Paulo,Zito,3209,"Harris, Russell and Mitchell",User-centric cohesive policy,2021-11-02,3600.00
alberto.girschner@laboratorios.com,Alberto,Girschner,1951,Rodriguez-Robinson,Ergonomic methodical hub,2021-11-25,5900.00
giacomo.bouvet@gmail.com,Giacomo,Bouvet,2566,"Peck, Higgins and Smith",Devolved disintermediate encryption,2021-03-28,3700.00
ehrentraud.puga@laboratorios.com,Ehrentraud,Puga,2925,Nunez-King,Phased clear-thinking policy,2021-03-05,2200.00
cristian.hale@hotmail.co.uk,Cristian,Hale,3087,Davis and Sons,Seamless solution-oriented capacity,2021-08-23,1700.00
lilija.charles@gmail.com,Lilija,Charles,2040,Howard-Douglas,Organized human-resource attitude,2021-04-06,88400.00
albert.legendre@lee.com,Albert,Legendre,1755,Gonzalez-White,Open-architected disintermediate budgetary management,2021-10-27,2400.00
marisa.renaud@smith.org,Marisa,Renaud,965,Lopez-King,Multi-lateral radical solution,2021-09-11,7900.00
sharon.diallo@gmail.com,Sharon,Diallo,2019,Glover-Nelson,Inverse context-sensitive info-mediaries,2021-05-18,94900.00
eduardo.delattre@lynch.net.au,Eduardo,Delattre,843,Garner and Sons,Versatile neutral workforce,2021-04-26,5100.00
bernadette.wang@gmail.com,Bernadette,Wang,1593,"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,2021-03-15,42700.00
dina.gibbons@brewer.net,Dina,Gibbons,2494,"Herrera, Bennett and Silva",Programmable multi-state algorithm,2021-05-04,121100.00
clara.armstrong@vodafone.it,Clara,Armstrong,2250,"Thomas, Clay and Mendoza",Multi-channeled reciprocal interface,2021-03-06,800.00
elliott.herrmann@hotmail.com.au,Elliott,Herrmann,1498,Ayala Group,Right-sized maximized migration,2021-08-07,5400.00
graziella.vidal@hotmail.com,Graziella,Vidal,356,"Huerta, Roberts and Dickerson",Self-enabling value-added artificial intelligence,2021-08-08,4000.00
francisca.becerra@young.com.au,Francisca,Becerra,1432,Johnson Group,Vision-oriented interactive solution,2022-01-08,7000.00
edeltrud.boyer@outlook.com,Edeltrud,Boyer,25,"Bailey, Nguyen and Martinez",Fundamental user-facing productivity,2021-08-20,1000.00
julian.noble@hill.org.au,Julian,Noble,488,"Williams, Martin and Meyer",Innovative well-modulated capability,2021-03-03,60200.00
christophe.bohnbach@ifrance.com,Christophe,Bohnbach,423,Huff-Johnson,Universal fault-tolerant orchestration,2021-11-17,195200.00
ippazio.angulo@yahoo.com,Ippazio,Angulo,2028,Diaz-Little,Grass-roots executive synergy,2021-07-10,6700.00
grace.kroker@hotmail.com,Grace,Kroker,1521,Freeman-French,Multi-layered optimal application,2021-02-23,7200.00
jared.ferguson@roberts.com,Jared,Ferguson,2780,Beck-Weber,Business-focused full-range core,2021-12-17,129100.00
virginie.mclean@yahoo.com,Virginie,McLean,2316,Lewis-Jacobson,Exclusive system-worthy Graphic Interface,2021-05-29,6500.00
mason.potter@gmail.com,Mason,Potter,2247,Logan-Curtis,Enhanced optimal ability,2021-01-19,170600.00
aaron.anaya@hotmail.com.au,Aaron,Anaya,2408,"Chan, Washington and Callahan",Optional zero administration neural-net,2021-07-02,7800.00
leah.ornelas@gmail.com,Leah,Ornelas,3184,Wilson Group,Ameliorated foreground focus group,2021-03-28,6200.00
harald.roy@web.de,Harald,Roy,1680,"Gardner, Ryan and Gutierrez",Triple-buffered multi-tasking matrices,2021-09-20,9400.00
micaela.martel@hotmail.com,Micaela,Martel,2585,Hernandez Inc,Versatile dedicated migration,2021-08-18,2400.00
vincentio.sanders@voila.fr,Vincentio,Sanders,1561,Ortiz-Roberts,Devolved foreground customer loyalty,2021-06-18,7800.00
bettina.norbiato@allen-lutz.org,Bettina,Norbiato,2632,Ramirez LLC,Reduced reciprocal focus group,2021-05-26,9800.00
julio.renner@industrias.net,Julio,Renner,439,Morrow Inc,Networked global migration,2021-02-09,3100.00
jelena.stiffel@trupp.de,Jelena,Stiffel,461,Erickson-Rogers,De-engineered even-keeled definition,2021-07-08,9800.00
guadalupe.munoz@murray-hamilton.com.au,Guadalupe,Munoz,1419,"Leach, Rich and Price",Implemented bi-directional flexibility,2021-12-07,141100.00
whitney.noack@laboratorios.org,Whitney,Noack,2986,Manning-Hamilton,Vision-oriented scalable definition,2021-05-30,97300.00
gelsomina.migliaccio@junk.com,Gelsomina,Migliaccio,2031,Butler LLC,Future-proofed upward-trending migration,2021-11-30,6600.00
evangelista.pereira@thompson-peterson.biz,Evangelista,Pereira,1627,Ball LLC,Right-sized full-range throughput,2021-12-10,7600.00
gareth.comolli@tiscali.fr,Gareth,Comolli,2175,"Taylor, Santiago and Flores",Polarized composite customer loyalty,2021-04-11,66600.00
michelangelo.hess@bouygtel.fr,Michelangelo,Hess,1788,"Hernandez, Norton and Kelley",Expanded eco-centric policy,2021-08-18,111100.00
